timestamp_utc,timestamp_sharjah,actual_SpTREff,optimized_SpTREff,setpoint_difference,actual_TempSp1,TempSu,TempSp1_lag_10m,SpTREff_lag_10m,target_temperature,occupied,movie_name,mode,outside_temp,outside_humidity,FbVFD,FbFAD,Co2RA,HuR1,co2_load_category,co2_load_factor,occupied_setpoint,unoccupied_setpoint,comfort_min,comfort_max,hour_sin,hour_cos,day_sin,day_cos,is_overnight_movie,is_precooling,time_remaining_min,time_until_next_min,schedule_instance_used,optimization_status
2026-02-13 00:00:00,2026-02-13 04:00:00,26.0,24.0,-2.0,22.547500610351562,23.260000228881836,22.547500610351562,26.0,,0,,unoccupied,19.5,85,81.22999572753906,102.55999755859375,539.300048828125,70.1449966430664,unknown,,21.0,24.0,21.0,23.0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,False,False,,470.0,,bypassed
2026-02-13 00:10:00,2026-02-13 04:10:00,26.0,24.0,-2.0,22.547500610351562,23.260000228881836,22.547500610351562,26.0,,0,,unoccupied,19.5,85,81.22999572753906,102.55999755859375,539.300048828125,70.1449966430664,unknown,,21.0,24.0,21.0,23.0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,False,False,,460.0,,bypassed
2026-02-13 00:20:00,2026-02-13 04:20:00,26.0,24.0,-2.0,22.547500610351562,23.260000228881836,22.547500610351562,26.0,,0,,unoccupied,19.5,85,81.22999572753906,102.55999755859375,539.300048828125,70.1449966430664,unknown,,21.0,24.0,21.0,23.0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,False,False,,450.0,,bypassed
2026-02-13 00:30:00,2026-02-13 04:30:00,26.0,24.0,-2.0,22.364999771118164,23.149999618530273,22.547500610351562,26.0,,0,,unoccupied,19.5,85,81.18999481201172,102.56999969482422,535.800048828125,70.93000030517578,unknown,,21.0,24.0,21.0,23.0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,False,False,,440.0,,bypassed
2026-02-13 00:40:00,2026-02-13 04:40:00,26.0,24.0,-2.0,22.364999771118164,23.149999618530273,22.364999771118164,26.0,,0,,unoccupied,19.0,88,81.18999481201172,102.56999969482422,535.800048828125,70.93000030517578,unknown,,21.0,24.0,21.0,23.0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,False,False,,430.0,,bypassed
2026-02-13 00:50:00,2026-02-13 04:50:00,26.0,24.0,-2.0,22.364999771118164,23.149999618530273,22.364999771118164,26.0,,0,,unoccupied,19.0,88,81.18999481201172,102.56999969482422,535.800048828125,70.93000030517578,unknown,,21.0,24.0,21.0,23.0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,False,False,,420.0,,bypassed
2026-02-13 01:00:00,2026-02-13 05:00:00,26.0,24.0,-2.0,22.35249900817871,23.119998931884766,22.364999771118164,26.0,,0,,unoccupied,19.0,88,81.22000122070312,102.55999755859375,524.800048828125,71.0,unknown,,21.0,24.0,21.0,23.0,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,False,False,,410.0,,bypassed
2026-02-13 01:10:00,2026-02-13 05:10:00,26.0,24.0,-2.0,22.35249900817871,23.119998931884766,22.35249900817871,26.0,,0,,unoccupied,19.0,88,81.22000122070312,102.55999755859375,524.800048828125,71.0,unknown,,21.0,24.0,21.0,23.0,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,False,False,,400.0,,bypassed
2026-02-13 01:20:00,2026-02-13 05:20:00,26.0,24.0,-2.0,22.35249900817871,23.119998931884766,22.35249900817871,26.0,,0,,unoccupied,19.0,88,81.22000122070312,102.55999755859375,524.800048828125,71.0,unknown,,21.0,24.0,21.0,23.0,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,False,False,,390.0,,bypassed
2026-02-13 01:30:00,2026-02-13 05:30:00,26.0,24.0,-2.0,22.395000457763672,23.064998626708984,22.35249900817871,26.0,,0,,unoccupied,19.0,88,81.22999572753906,102.56999969482422,514.2999877929688,70.83999633789062,unknown,,21.0,24.0,21.0,23.0,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,False,False,,380.0,,bypassed
