object_name,data_received_on,description,device_id,ismanual,object_id,object_type,present_value,units
VOX'OS04'Ahu'FAHU'OffHum2,2025-11-07T11:13:54.453 UTC,FAHU Before Enthalpy Wheel On Coil Humidity,2122756,False,53,analogInput,66.9000015258789,percentRelativeHumidity
VOX'OS01'Ahu'Ahu1'TBTe,2025-11-07T11:06:56.469 UTC,Trend Space Air Temperature,2122753,False,11,trendLog,n/a,n/a
VOX'OS01'Ahu'Ahu2'RtCo2,2025-11-07T11:06:56.469 UTC,Space Air Co2 Setpoint,2122753,False,27,analogValue,1000,partsPerMillion
VOX'OS3'MSFD'MSFD'ZneVlv,2025-11-07T11:07:24.654 UTC,Zone Control Valve (Reception )-2,2122755,False,7,binaryInput,inactive,n/a
VOX'OS05'Ahu'Ahu11'RtCo2,2025-11-07T11:09:52.707 UTC,Space Air Co2 Setpoint,2122757,False,22,analogValue,1000,partsPerMillion
VOX'OS01'Ahu'Ahu1'HuAvg1,2025-11-07T11:06:56.469 UTC,Room Humidity  Average,2122753,False,63,analogValue,57.04999542236328,percentRelativeHumidity
VOX_FCU'Flr_01'R_FCU_FYR_SERVER ROOM_9B'RHvacCoo'RWndSta,2025-11-07T11:11:55.586 UTC,Room window state,233,False,7,binaryValue,inactive,n/a
VOX'OS02'Ahu'Ahu4'HuAvg1,2025-11-07T11:19:20.965 UTC,Room Humidity  Average,2122754,False,74,analogValue,64.57999420166016,percentRelativeHumidity
VOX'OS04'Ahu'Ahu13'HuRt,2025-11-07T11:13:54.453 UTC,Return Air Humidity,2122756,False,7,analogInput,47.56999969482422,percentRelativeHumidity
VOX'OS04'Ahu'FAHU'OnTemp1,2025-11-07T11:13:54.453 UTC,FAHU After Enthalpy Wheel Off Coil Temperature,2122756,False,66,analogInput,33.43000030517578,degreesCelsius
VOX'OS04'Ahu'Ahu13'SpMaxVFD,2025-11-07T11:13:54.453 UTC,VFD Max. Speed Setpoint,2122756,False,8,analogValue,100,percent
hmi-F52910731E33E1F7DA01EDD38686BAE2,2025-11-07T11:16:03.370 UTC,,2,False,361,file,n/a,n/a
VOX_FCU'Flr_01'R_FCU_FY_25'RHvacCoo'VntCtl'SpAQualRPrt,2025-11-07T11:16:03.370 UTC,Setpoint room air quality for protection,2,False,51,analogValue,1500,partsPerMillion
WS-Text-ru-sql,2025-11-07T11:16:03.370 UTC,,2,False,382,file,n/a,n/a
VOX'OS02'Ahu'Ahu14'HuSu,2025-11-07T11:19:20.965 UTC,Supply Air Humidity,2122754,False,9,analogInput,87.98999786376953,percentRelativeHumidity
VOX'OS02'Ahu'Ahu15'TBCo2,2025-11-07T11:19:20.965 UTC,Trend Space Air Co2,2122754,False,14,trendLog,n/a,n/a
VOX'OS02'Ahu'Ahu5'Co2RA2,2025-11-07T11:19:20.965 UTC,Space Air Co2-2,2122754,False,75,analogInput,281,partsPerMillion
VOX_FCU'Flr_01'R_FCU_FY_25'RMnFtr,2025-11-07T11:16:03.370 UTC,Room main feature,2,False,332,structuredView,n/a,n/a
VOX'OS01'Ahu'FAHU2'StaVFDEf,2025-11-07T11:06:56.469 UTC,FAHU Exhaust Fan VFD Status,2122753,False,40,binaryInput,active,n/a
VOX'OS02'Ahu'Ahu5'SpFAD,2025-11-07T11:19:20.965 UTC,FA. Damper Open Setpoint for Normal,2122754,False,56,analogValue,80,percent
VOX'OS04'Ahu'FAHU'OffHum3,2025-11-07T11:13:54.453 UTC,FAHU After Enthalpy Wheel On Coil Humidity,2122756,False,54,analogInput,24.670000076293945,percentRelativeHumidity
VOX'OS01'ExFans'SmkEXFan6'StsDamp,2025-11-07T11:06:56.469 UTC,Supply Air Damper Status,2122753,False,132,binaryInput,inactive,n/a
VOX'OS02'Ahu'Ahu16'TsOn,2025-11-07T11:19:20.965 UTC,Time Scheduler - On/Off,2122754,False,6,schedule,1,n/a
VOX_FCU'Flr_01'RS_FCU_FY_25'CclVlvPos,2025-11-07T11:16:03.370 UTC,Cooling coil valve position,2,False,4,analogOutput,69.61735534667969,percent
VOX'OS05'Ahu'Ahu9'TBTSu,2025-11-07T11:09:52.707 UTC,Trend Supply Air Temperature,2122757,False,36,trendLog,n/a,n/a
VOX_FCU'Flr_01'R_FCU_FY_25'RHvacCoo'GrnLf,2025-11-07T11:16:03.370 UTC,Green leaf,2,False,52,structuredView,n/a,n/a
VOX'OS05'Ahu'Ahu12'TBTSu,2025-11-07T11:09:52.707 UTC,Trend Supply Air Temperature,2122757,False,27,trendLog,n/a,n/a
VOX'OS01'Ahu'Ahu2'TBCMDCHW,2025-11-07T11:06:56.469 UTC,Trend CHW Valve Command,2122753,False,23,trendLog,n/a,n/a
VOX'OS02'Ahu'Ahu14'SpHuR,2025-11-07T11:19:20.965 UTC,Space Air Humidity Setpoint,2122754,False,6,analogValue,60,percent
VOX'OS04'Ahu'Ahu7'PIDTR,2025-11-07T11:13:54.453 UTC,PID - Control For Room Temperature,2122756,False,5,loop,56.97583770751953,n/a
VOX_FCU'Flr_01'R_FCU_FYR_SERVER ROOM_9B'RHvacCoo'TCtlC'DmpOaTRCtrC,2025-11-07T11:11:55.586 UTC,Room temp.ctr.cooling for outs.air damp.,233,False,6,loop,n/a,n/a
VOX'OS01'MtrEMU'EMU06'00'CurrB,2025-11-07T11:06:56.469 UTC,Current B,2122753,False,186,analogInput,8.360664367675781,amperes
VOX'OS04'Ahu'FAHU'StaFlwEf,2025-11-07T11:13:54.453 UTC,FAHU Exhaust Air Flow Status,2122756,False,33,binaryInput,active,n/a
VOX'OS01'Ahu'FAHU2'HrrwFlt2,2025-11-07T11:06:56.469 UTC,Heat Recovery Wheel-2 Trip Alarm,2122753,False,143,binaryInput,inactive,n/a
VOX'OS05'Ahu'Ahu9'SpHuR,2025-11-07T11:09:52.707 UTC,Space Air Humidity Setpoint,2122757,False,66,analogValue,80,percent
VOX'OS05'Ahu'Ahu10'TBTRt,2025-11-07T11:09:52.707 UTC,Trend Return Air Temperature,2122757,False,8,trendLog,n/a,n/a
VOX'OS04'Ahu'Ahu6'RtCo2,2025-11-07T11:13:54.453 UTC,Space Air Co2 Setpoint,2122756,False,14,analogValue,1000,partsPerMillion
VOX'OS01'MtrEMU'EMU03'00'VoltBN,2025-11-07T11:06:56.469 UTC,Voltage B-N,2122753,False,147,analogInput,234.89706420898438,volts
VOX'OS05'Ahu'Ahu11'AlmRACoHi,2025-11-07T11:09:52.707 UTC,Space Air High Co2 Alarm,2122757,False,10,binaryValue,inactive,n/a
VOX'OS02'Ahu'Ahu4'SpTRHiLo,2025-11-07T11:19:20.965 UTC,Room Temperature Hi/Low Limit Setpoint,2122754,False,50,analogValue,4,degreesCelsius
VOX'OS02'Ahu'Ahu14'SpMinVFD,2025-11-07T11:19:20.965 UTC,VFD Min. Speed Setpoint,2122754,False,9,analogValue,80,percent
VOX_FCU'Flr_01'RS_FCU_FY_25'ROpUnDev(1)'TOaRu,2025-11-07T11:16:03.370 UTC,Outside air temperature for room op.unit,2,False,235,analogValue,n/a,degreesCelsius
VOX'OS01'Ahu'Ahu1'SpMaxVFD,2025-11-07T11:06:56.469 UTC,VFD Max. Speed Setpoint,2122753,False,8,analogValue,100,percent
VOX_FCU'Flr_01'RS_FCU_FYR_MAIN SERVER ROOM_9B'ROpUnDev(1)'FanSpdIn,2025-11-07T11:11:55.586 UTC,Fan speed input value,233,False,237,analogValue,100,percent
VOX'OS02'Ahu'Ahu14'AlmTRHi,2025-11-07T11:19:20.965 UTC,Room High Temperature Alarm,2122754,False,5,binaryValue,inactive,n/a
PARAMETER,2025-11-07T11:16:03.370 UTC,,2,False,10497,file,n/a,n/a
VOX_FCU'Flr_01'R_FCU_FY_25'RGrnLf'REei,2025-11-07T11:16:03.370 UTC,Energy efficiency indication room,2,False,26,multiStateValue,5,n/a
Global'NotifCl32,2025-11-07T11:19:20.965 UTC,"Normal alarm, basic",2122754,False,32,notificationClass,n/a,n/a
VOX'OS05'Ahu'Ahu11'TBHuSu,2025-11-07T11:09:52.707 UTC,Trend Supply Air Humidity,2122757,False,15,trendLog,n/a,n/a
VOX'OS02'SplitUnit'Split2'Trip,2025-11-07T11:19:20.965 UTC,Fan Trip Status,2122754,False,76,binaryInput,inactive,n/a
VOX'OS01'MtrEMU'EMU06'00'TBkW,2025-11-07T11:06:56.469 UTC,TB Total Active Power _kW,2122753,False,75,trendLog,n/a,n/a
VOX'OS01'ExFans'ToiExFan'StsDamp,2025-11-07T11:06:56.469 UTC,Supply Air Damper Status,2122753,False,65,binaryInput,active,n/a
Global'NotifCl21,2025-11-07T11:19:20.965 UTC,"High prio alarm, simple",2122754,False,21,notificationClass,n/a,n/a
VOX_FCU'Flr_01'R_FCU_FYR_SERVER ROOM_9B'RHvacCoo'TCtlC'SpCPrt,2025-11-07T11:11:55.586 UTC,Cooling setpoint for protection,233,False,15,analogValue,40,degreesCelsius
VOX'OS01'MtrEMU'EMU02'00'Pf,2025-11-07T11:06:56.469 UTC,Power Factor Total,2122753,False,122,analogInput,-0.9797418713569641,noUnits
VOX'OS01'MtrEMU'EMU03'00'VoltCN,2025-11-07T11:06:56.469 UTC,Voltage C-N,2122753,False,149,analogInput,236.4241943359375,volts
VOXZAHIA'AS03'PX_EDOS9,2025-11-07T11:07:24.654 UTC,,2122755,False,2097161,file,n/a,n/a
VOX'OS05'MSFD'MSFD'MSFD3,2025-11-07T11:09:52.707 UTC,MSFD-3-AUD-15(Projecter Room Supply),2122757,False,27,binaryInput,active,n/a
VOX'OS01'Ahu'FAHU2'TBTRt,2025-11-07T11:06:56.469 UTC,Trend Return Air Temperature,2122753,False,62,trendLog,n/a,n/a
VOX'OS02'Ahu'Ahu15'CmdCHW,2025-11-07T11:19:20.965 UTC,CHW Valve Command,2122754,False,5,analogOutput,n/a,percent
VOX'OS01'Ahu'AhuMkp2'ChwRt,2025-11-07T11:06:56.469 UTC,Trend CHW Return Temperature,2122753,False,45,trendLog,n/a,n/a
VOX'OS05'Ahu'Ahu11'HuSu,2025-11-07T11:09:52.707 UTC,Supply Air Humidity,2122757,False,19,analogInput,73.47999572753906,percentRelativeHumidity
VOX_FCU'Flr_01'R_FCU_FYR_SERVER ROOM_9B'RHvacCoo'TCtlC'SpCCmf,2025-11-07T11:11:55.586 UTC,Cooling setpoint for comfort,233,False,14,analogValue,21,degreesCelsius
VOX'OS02'MSFD'MSFD'OnOFF7,2025-11-07T11:19:20.965 UTC,MSFD-5 Store-Return,2122754,False,80,binaryInput,active,n/a
VOX'OS02'Ahu'Ahu5'AlmFAD,2025-11-07T11:19:20.965 UTC,FAD Fail to Open Alarm,2122754,False,25,binaryValue,inactive,n/a
VOX'OS04'Ahu'FAHU'OnHum3,2025-11-07T11:13:54.453 UTC,FAHU Before Sensible Wheel On Coil Temperature,2122756,False,63,analogInput,28.57499885559082,degreesCelsius
VOX'OS05'Ahu'Ahu10'Almbag,2025-11-07T11:09:52.707 UTC,Bag Filter Alarm,2122757,False,3,binaryInput,inactive,n/a
VOX'OS05'Ahu'Ahu10'AlmRACoHi,2025-11-07T11:09:52.707 UTC,Space Air High Co2 Alarm,2122757,False,4,binaryValue,inactive,n/a
VOX'OS01'MtrEMU'EMU04'00'CurrA,2025-11-07T11:06:56.469 UTC,Current A,2122753,False,150,analogInput,n/a,amperes
VOX'OS04'Ahu'Ahu8'TBFbFAD,2025-11-07T11:13:54.453 UTC,Trend Fresh Air Damper Feedback,2122756,False,38,trendLog,n/a,n/a
VOX_FCU'Flr_01'R_FCU_FYR_SERVER ROOM_9B'RHvacCoo'VntCtl'SpAQualRPrt,2025-11-07T11:11:55.586 UTC,Setpoint room air quality for protection,233,False,51,analogValue,1500,partsPerMillion
VOX'OS01'MtrEMU'EMU03'00'VoltCA,2025-11-07T11:06:56.469 UTC,Voltage C-A,2122753,False,148,analogInput,407.57049560546875,volts
VOX'OS04'Ahu'Ahu13'TBTSu,2025-11-07T11:13:54.453 UTC,Trend Supply Air Temperature,2122756,False,10,trendLog,n/a,n/a
Global'NotifCl13,2025-11-07T11:19:20.965 UTC,"Urgent alarm, extended",2122754,False,13,notificationClass,n/a,n/a
VOX'OS04'Ahu'FAHU'CmdVFDSf,2025-11-07T11:13:54.453 UTC,FAHU Supply  Fan VFD Command,2122756,False,17,analogOutput,100,percent
Infra'NotifCl1Extd,2025-11-07T11:16:03.370 UTC,"Highest priority notif.(acked., reset)",2,False,1,notificationClass,n/a,n/a
VOX'OS05'MtrEMU'EMU01'00'Fq,2025-11-07T11:09:52.707 UTC,Frequency,2122757,False,74,analogInput,50.02983474731445,hertz
VOX_FCU'Flr_01'R_FCU_FY_25'RHvacCoo'TCtlC'SpCCmf,2025-11-07T11:16:03.370 UTC,Cooling setpoint for comfort,2,False,14,analogValue,22,degreesCelsius
VOX'OS05'Ahu'Ahu12'AlmTRHi,2025-11-07T11:09:52.707 UTC,Room High Temperature Alarm,2122757,False,17,binaryValue,inactive,n/a
VOX'OS04'Ahu'Ahu8'HuR1,2025-11-07T11:13:54.453 UTC,Space Air Humidity,2122756,False,39,analogInput,63.869998931884766,percentRelativeHumidity
VOX'OS05'Ahu'Ahu11'TBTSu,2025-11-07T11:09:52.707 UTC,Trend Supply Air Temperature,2122757,False,18,trendLog,n/a,n/a
VOX'OS05'MtrEMU'EMU03'00'PowA,2025-11-07T11:09:52.707 UTC,Active Power A,2122757,False,110,analogInput,12.344236373901367,kilowatts
VOXZAHIA'AS01'LON_TYP,2025-11-07T11:06:56.469 UTC,,2122753,False,2097164,file,n/a,n/a
NS_10211524 INV,2025-11-07T11:13:58.582 UTC,NS_10211524 INV,2001,False,0,positiveIntegerValue,n/a,n/a
VOX'OS01'Ahu'FAHU2'OffHum3,2025-11-07T11:06:56.469 UTC,FAHU After Enthalpy Wheel On Coil Humidity,2122753,False,61,analogInput,46.04999923706055,percentRelativeHumidity
VOX'OS02'Ahu'Ahu14'TBFbCHW,2025-11-07T11:19:20.965 UTC,Trend CHW Valve Feedback,2122754,False,4,trendLog,n/a,n/a
VOX'OS05'Ahu'Ahu9'PIDTR,2025-11-07T11:09:52.707 UTC,PID - Control For Room Temperature,2122757,False,7,loop,90.71179962158203,n/a
VOX'OS04'Ahu'Ahu7'TBTSu,2025-11-07T11:13:54.453 UTC,Trend Supply Air Temperature,2122756,False,32,trendLog,n/a,n/a
VOX'OS01'Ahu'AhuMkp2'VPrSu,2025-11-07T11:06:56.469 UTC,Supply Air Velocity Pressure,2122753,False,201,analogInput,62.07999801635742,pascals
VOX'OS01'MtrEMU'EMU02'00'PowB,2025-11-07T11:06:56.469 UTC,Active Power B,2122753,False,124,analogInput,25.965858459472656,kilowatts
VOX'OS04'Ahu'Ahu8'AlmFlw,2025-11-07T11:13:54.453 UTC,Supply Fan Air Flow Fail Alarm,2122756,False,20,binaryValue,inactive,n/a
VOX'OS02'Mahu1'AhuMkp1'TimSche,2025-11-07T11:19:20.965 UTC,Time Scheduler,2122754,False,15,schedule,1,n/a
VOX'OS04'Ahu'Ahu7'Co2RA,2025-11-07T11:13:54.453 UTC,Space Air Co2,2122756,False,25,analogInput,430.3999938964844,partsPerMillion
VOX'OS05'Ahu'Ahu9'SpTROcc,2025-11-07T11:09:52.707 UTC,Room Temperature Occupied Setpoint,2122757,False,75,analogValue,21,degreesCelsius
VOX_FCU'Flr_01'R_FCU_FYR_SERVER ROOM_9B'RHvacCoo'SpTRDtr'SpTR,2025-11-07T11:11:55.586 UTC,Room temperature setpoint,233,False,41,analogValue,20,degreesCelsius
VOX'OS02'Ahu'Ahu15'SpMaxVFD,2025-11-07T11:19:20.965 UTC,VFD Max. Speed Setpoint,2122754,False,21,analogValue,100,percent
VOX'OS04'Ahu'Ahu7'SpTREff,2025-11-07T11:13:54.453 UTC,Room Temperature Effective Setpoint,2122756,False,36,analogValue,21,degreesCelsius
VOX'OS04'Ahu'Ahu7'FbFAD,2025-11-07T11:13:54.453 UTC,Fresh Air Damper Feedback,2122756,False,26,analogInput,80.50999450683594,percent
OnbMdl3UIFcu'OnbMdl,2025-11-07T11:16:03.370 UTC,On-board module,2,False,12,multiStateValue,1,n/a
VOX'OS01'Ahu'AhuMkp2'TSu,2025-11-07T11:06:56.469 UTC,Supply Air Temperature,2122753,False,50,analogInput,22.80500030517578,degreesCelsius
VOX'OS01'Ahu'Ahu17'AlmPreFlt,2025-11-07T11:06:56.469 UTC,Pre-Filter Alarm,2122753,False,7,binaryInput,inactive,n/a
VOX'OS02'Ahu'Ahu15'TBFbCHW,2025-11-07T11:19:20.965 UTC,Trend CHW Valve Feedback,2122754,False,15,trendLog,n/a,n/a
VOX'OS01'Ahu'Ahu17'TBCMDCHW,2025-11-07T11:06:56.469 UTC,Trend CHW Valve Command,2122753,False,12,trendLog,n/a,n/a
VOX_FCU'Flr_01'RS_FCU_FYR_MAIN SERVER ROOM_9B'ROpUnDev(1)'TmpCmfIn,2025-11-07T11:11:55.586 UTC,Temporary comfort input value,233,False,82,binaryValue,inactive,n/a
VOX_FCU'Flr_01'R_FCU_FYR_SERVER ROOM_9B'RHvacCoo'HCStaDtr,2025-11-07T11:11:55.586 UTC,Heating/cooling state determination,233,False,58,structuredView,n/a,n/a
VOX'OS05'Ahu'Ahu10'RtCo2,2025-11-07T11:09:52.707 UTC,Space Air Co2 Setpoint,2122757,False,3,analogValue,1000,partsPerMillion
VOX'OS04'Ahu'Ahu6'SpHuSpcCt,2025-11-07T11:13:54.453 UTC,Space Air Humidity Cut Off Setpoint,2122756,False,20,analogValue,5,percentRelativeHumidity
VOX'OS04'Ahu'Ahu7'HuR1,2025-11-07T11:13:54.453 UTC,Space Air Humidity,2122756,False,28,analogInput,53.79999923706055,percentRelativeHumidity
VOX'OS02'Ahu'Ahu14'StaAuto,2025-11-07T11:19:20.965 UTC,Supply Fan Auto Status,2122754,False,4,binaryInput,active,n/a
VOX'OS3'SplitUnit'Split1'RUn,2025-11-07T11:07:24.654 UTC,Fan Run Status ,2122755,False,10,binaryInput,inactive,n/a
VOX'OS04'Ahu'Ahu6'FbFAD,2025-11-07T11:13:54.453 UTC,Fresh Air Damper Feedback,2122756,False,15,analogInput,80.13999938964844,percent
VOX'OS02'Ahu'Ahu15'TSOcc,2025-11-07T11:19:20.965 UTC,Time Scheduler - Occupancy,2122754,False,3,schedule,1,n/a
VOXZAHIA'AS02'IOC_ONL,2025-11-07T11:19:20.965 UTC,,2122754,False,2097167,file,n/a,n/a
VOXZAHIA'AS06'LON_TYP,2025-11-07T11:16:27.906 UTC,,2122758,False,2097164,file,n/a,n/a
VOX'OS05'RmTAvg'SpaceT14'TempSp2,2025-11-07T11:09:52.707 UTC,Space Air Temperature-2,2122757,False,56,analogInput,21.983999252319336,degreesCelsius
VOX'OS02'Ahu'Ahu14'TSOcc,2025-11-07T11:19:20.965 UTC,Time Scheduler - Occupancy,2122754,False,1,schedule,1,n/a
VOX'OS02'SplitUnit'Split1'Trip,2025-11-07T11:19:20.965 UTC,Fan Trip Status,2122754,False,74,binaryInput,inactive,n/a
VOX_FCU'Flr_01'RS_FCU_FYR_MAIN SERVER ROOM_9B,2025-11-07T11:11:55.586 UTC,FCU-FOYER-MAIN SERVER ROOM-9B,233,False,18,structuredView,n/a,n/a
VOX'OS04'Ahu'Ahu8'TBHuRt,2025-11-07T11:13:54.453 UTC,Trend Return Air Humidity,2122756,False,39,trendLog,n/a,n/a
VOX'OS04'Ahu'Ahu8'CMDSpdVFD,2025-11-07T11:13:54.453 UTC,Supply Fan VFD Speed Command,2122756,False,10,analogOutput,83.46723175048828,percent
VOX'OS02'Mahu1'AhuMkp1'AlmFlwSf,2025-11-07T11:19:20.965 UTC,Supply Fan Air Flow Fail Alarm,2122754,False,63,binaryValue,inactive,n/a
VOX'OS01'Ahu'Ahu1'FbVFD,2025-11-07T11:06:56.469 UTC,VFD Speed Feedback,2122753,False,5,analogInput,81.0199966430664,percent
VOX'OS05'Ahu'Ahu11'TSOcc,2025-11-07T11:09:52.707 UTC,Time Scheduler - Occupancy,2122757,False,3,schedule,1,n/a
VOX'OS04'Ahu'Ahu8'SpFAD,2025-11-07T11:13:54.453 UTC,FA. Damper Open Setpoint for Normal,2122756,False,43,analogValue,50,percent
PlnkBus'PlnkBusStaMon,2025-11-07T11:16:03.370 UTC,KNX PL-Link bus monitoring state,2,False,2,eventEnrollment,n/a,n/a
VOX_FCU'Flr_01'RS_FCU_FY_25'ROpUnDev(1)'REeiRu,2025-11-07T11:16:03.370 UTC,Energy effic.indic.room for room op.unit,2,False,156,multiStateValue,5,n/a
VOX'OS01'MAakUpFan'MakUpFan2'AlmTrp,2025-11-07T11:06:56.469 UTC,Fan Trip Alarm,2122753,False,73,binaryInput,inactive,n/a
VOX'OS01'Ahu'Ahu17'StaAuto,2025-11-07T11:06:56.469 UTC,Supply Fan Auto Status,2122753,False,10,binaryInput,active,n/a
VOX'OS04'Ahu'Ahu13'SpCo2Hi,2025-11-07T11:13:54.453 UTC,Space Air Co2  High Alarm Setpoint,2122756,False,3,analogValue,1100,partsPerMillion
VOX'OS04'Ahu'Ahu13'AlmFAD,2025-11-07T11:13:54.453 UTC,FAD Fail to Open Alarm,2122756,False,1,binaryValue,inactive,n/a
VOX'OS02'Ahu'Ahu5'SpTROcc,2025-11-07T11:19:20.965 UTC,Room Temperature Occupied Setpoint,2122754,False,64,analogValue,21,degreesCelsius
VOXZAHIA'AS02'PX_EDOS6,2025-11-07T11:19:20.965 UTC,,2122754,False,2097158,file,n/a,n/a
VOX'OS05'RmTAvg'SpaceT14'HuRAvg,2025-11-07T11:09:52.707 UTC,Space Humidity Average,2122757,False,81,analogValue,81.45499420166016,percentRelativeHumidity
VOXZAHIA'AS05'PX_BBI,2025-11-07T11:09:52.707 UTC,"Siemens\\AE\\Dubai\\VOXALZAHIA\\AS05",2122757,False,2097163,file,n/a,n/a
VOX'OS05'Ahu'Ahu10'ChwTemp,2025-11-07T11:09:52.707 UTC,Chilled Water Return Temperature,2122757,False,2,analogInput,n/a,degreesCelsius
VOX'OS05'Ahu'Ahu10'SpTRUnoc,2025-11-07T11:09:52.707 UTC,Room Temperature Un-Occupied Setpoint,2122757,False,19,analogValue,26,degreesCelsius
VOX_FCU'Flr_01'RS_FCU_FY_25'HVAC'Fan'FanVarSpdMan,2025-11-07T11:16:03.370 UTC,Manual variable speed fan,2,False,93,analogValue,n/a,noUnits
VOX'OS02'ExFans'SmkEXFan5'Trip,2025-11-07T11:19:20.965 UTC,Fan Trip Status,2122754,False,50,binaryInput,inactive,n/a
VOX'OS01'CHW'ChwR,2025-11-07T11:06:56.469 UTC,CHW Return Temperature,2122753,False,96,analogInput,13.719999313354492,degreesCelsius
VOX'OS02'ExFans'KitExFan'AFFAlm,2025-11-07T11:19:20.965 UTC,Air Flow Fail Alarm,2122754,False,31,binaryValue,inactive,n/a
VOX'OS01'MtrEMU'EMU06'00'PowA,2025-11-07T11:06:56.469 UTC,Active Power A,2122753,False,191,analogInput,0.6444092392921448,kilowatts
VOX'OS04'Ahu'FAHU'CmdVFDEf,2025-11-07T11:13:54.453 UTC,FAHU Exhaust Fan VFD Command,2122756,False,16,analogOutput,100,percent
VOX_FCU'Flr_01'RS_FCU_FY_25'HVAC'Fan'FanCReq,2025-11-07T11:16:03.370 UTC,Fan cooling request,2,False,91,analogValue,68.03510284423828,percent
VOX'OS01'Ahu'AhuMkp2'TBTSu,2025-11-07T11:06:56.469 UTC,Trend Supply Air Temperature,2122753,False,54,trendLog,n/a,n/a
VOX'OS01'MtrEMU'EMU02'00'VoltAN,2025-11-07T11:06:56.469 UTC,Voltage A-N,2122753,False,128,analogInput,234.3173828125,volts
VOX'OS04'Ahu'Ahu6'SpTRHiLo,2025-11-07T11:13:54.453 UTC,Room Temperature Hi/Low Limit Setpoint,2122756,False,24,analogValue,4,degreesCelsius
VOX'OS01'MtrEMU'EMU02'00'CurrC,2025-11-07T11:06:56.469 UTC,Current C,2122753,False,119,analogInput,137.5434112548828,amperes
VOX'OS04'Ahu'Ahu13'AlmTRHi,2025-11-07T11:13:54.453 UTC,Room High Temperature Alarm,2122756,False,5,binaryValue,inactive,n/a
VOX'OS05'Ahu'Ahu11'TRe,2025-11-07T11:09:52.707 UTC,Return Air Temperature,2122757,False,20,analogInput,21.635000228881836,degreesCelsius
VOX'OS05'Ahu'Ahu9'TBCo2,2025-11-07T11:09:52.707 UTC,Trend Space Air Co2,2122757,False,43,trendLog,n/a,n/a
VOXZAHIA'AS04'PX_BBI,2025-11-07T11:13:54.453 UTC,"Siemens\\AE\\Dubai\\VOXALZAHIA\\AS04",2122756,False,2097163,file,n/a,n/a
VOX'OS05'MtrEMU'EMU01'00'Eg,2025-11-07T11:09:52.707 UTC,Active Energy Delivered- Receive,2122757,False,73,analogInput,524975.9375,kilowattHours
10211524 Volume ,2025-11-07T11:13:58.582 UTC,10211524 Volume ,2001,False,0,analogInput,409.010009765625,cubicMeters
VOX'OS01'ExFans'PrjExFan2'Tsched,2025-11-07T11:06:56.469 UTC,AHU Time Scheduler,2122753,False,12,schedule,1,n/a
VOX'OS04'Ahu'Ahu13'AlmTRLow,2025-11-07T11:13:54.453 UTC,Room Low Temperature Alarm,2122756,False,6,binaryValue,inactive,n/a
VOX'OS04'Ahu'FAHU'FbVFDEf,2025-11-07T11:13:54.453 UTC,FAHU Exhaust Fan VFD Feedback,2122756,False,49,analogInput,0.20999999344348907,percent
WS-Text-da-sql,2025-11-07T11:16:03.370 UTC,,2,False,364,file,n/a,n/a
VOX_FCU'Flr_01'RS_FCU_FY_25'HVAC'Fan'FanSpdMaxC,2025-11-07T11:16:03.370 UTC,Maximum fan speed for cooling,2,False,95,analogValue,95,percent
VOX'OS04'Ahu'Ahu13'TRe,2025-11-07T11:13:54.453 UTC,Return Air Temperature,2122756,False,9,analogInput,23.66499900817871,degreesCelsius
VOX_FCU'Flr_01'R_FCU_FYR_SERVER ROOM_9B'RHvacCoo'VntCtl,2025-11-07T11:11:55.586 UTC,Ventilation control,233,False,61,structuredView,n/a,n/a
VOX'OS04'Ahu'Ahu7'CmdCHW,2025-11-07T11:13:54.453 UTC,CHW Valve Command,2122756,False,8,analogOutput,56.97583770751953,percent
VOX'OS02'Ahu'Ahu4'SpCo2Hi,2025-11-07T11:19:20.965 UTC,Space Air Co2  High Alarm Setpoint,2122754,False,42,analogValue,1100,partsPerMillion
VOX'OS02'Mahu1'AhuMkp1'StaAuto,2025-11-07T11:19:20.965 UTC,Supply Fan Auto Status,2122754,False,70,binaryInput,active,n/a
VOX'OS04'ELEMU'RYVolt,2025-11-07T11:13:54.453 UTC,R-Y Phase Voltage,2122756,False,79,analogInput,n/a,volts
VOX'OS04'Ahu'Ahu7'SpFAD1,2025-11-07T11:13:54.453 UTC,FA. Damper Open Setpoint for Co High,2122756,False,31,analogValue,100,percent
VOX'OS02'Ahu'Ahu16'HuSu,2025-11-07T11:19:20.965 UTC,Supply Air Humidity,2122754,False,30,analogInput,81.90999603271484,percentRelativeHumidity
VOX'OS01'Ahu'Ahu17'PIDVFD,2025-11-07T11:06:56.469 UTC,PID - Control For VFD,2122753,False,4,loop,70,n/a
VOX'OS02'Swit'kITsWI'OnOff,2025-11-07T11:19:20.965 UTC,Switch-On/Off Status(KEF-1),2122754,False,82,binaryInput,active,n/a
VOX'OS05'SMDB'SMDB'OnOFF,2025-11-07T11:09:52.707 UTC,Incomer ON/OFF Status,2122757,False,32,binaryInput,active,n/a
/opt/sysone/s1ramdisk/s1conf/SysOne.waf,2025-11-07T11:16:03.370 UTC,,2,False,4194302,file,n/a,n/a
VOX'OS04'Ahu'FAHU'HrrwFlt1,2025-11-07T11:13:54.453 UTC,Heat Recovery Wheel-1 Trip Alarm,2122756,False,50,binaryInput,inactive,n/a
