object_name,data_received_on,description,device_id,ismanual,object_id,object_type,present_value,units
VOX_FCU'Flr_01'RS_FCU_FY_25'ROpUnDev(1)'FanOpIn,2025-11-07T11:16:03.370 UTC,Fan operation input value,2,False,86,binaryValue,inactive,n/a
VOX'OS04'Ahu'Ahu7'SpHuSpcCt,2025-11-07T11:13:54.453 UTC,Space Air Humidity Cut Off Setpoint,2122756,False,33,analogValue,5,percentRelativeHumidity
VOX'OS01'Ahu'Ahu2'HuR,2025-11-07T11:06:56.469 UTC,Return Air Humidity,2122753,False,81,analogInput,54.119998931884766,percentRelativeHumidity
VOX_FCU'Flr_01'RS_FCU_FY_25'HVAC'Fan'FanSpdMaxH,2025-11-07T11:16:03.370 UTC,Maximum fan speed for heating,2,False,84,analogValue,95,percent
VOX'OS01'Ahu'FAHU2'CmdOnEf,2025-11-07T11:06:56.469 UTC,FAHU Exhaust Fan Start/Stop Command,2122753,False,8,binaryOutput,active,n/a
VOX_FCU'Flr_01'RS_FCU_FYR_MAIN SERVER ROOM_9B'CclVlvPos,2025-11-07T11:11:55.586 UTC,Cooling coil valve position,233,False,4,analogOutput,n/a,percent
VOX'OS05'Ahu'Ahu10'TBHuRt,2025-11-07T11:09:52.707 UTC,Trend Return Air Humidity,2122757,False,5,trendLog,n/a,n/a
VOX'OS04'Ahu'FAHU'TBStaFlw,2025-11-07T11:13:54.453 UTC,Trend Supply Fan Airflow Status,2122756,False,51,trendLog,n/a,n/a
VOX'OS04'Ahu'Ahu13'SpHuR,2025-11-07T11:13:54.453 UTC,Space Air Humidity Setpoint,2122756,False,6,analogValue,80,percent
VOX'OS04'Ahu'Ahu8'TBTe,2025-11-07T11:13:54.453 UTC,Trend Space Air Temperature,2122756,False,44,trendLog,n/a,n/a
VOX'OS05'Ahu'Ahu10'Co2RA,2025-11-07T11:09:52.707 UTC,Space Air Co2,2122757,False,3,analogInput,610,partsPerMillion
VOX_FCU'Flr_01'RS_FCU_FYR_MAIN SERVER ROOM_9B'ROpUnDev(1)'REeiRstIn,2025-11-07T11:11:55.586 UTC,Reset of room energy effic.indic.input,233,False,89,binaryValue,inactive,n/a
VOX'OS05'Ahu'Ahu9'AlmNtAuto,2025-11-07T11:09:52.707 UTC,Supply Fan Not in Auto Alarm,2122757,False,21,binaryValue,inactive,n/a
VOX'OS01'Ahu'Ahu2'TBTRt,2025-11-07T11:06:56.469 UTC,Trend Return Air Temperature,2122753,False,31,trendLog,n/a,n/a
VOX'OS04'ELEMU'TKwh,2025-11-07T11:13:54.453 UTC,Kilowatt Hour,2122756,False,81,analogInput,n/a,kilowattHours
IOBus'IOBusMgmt,2025-11-07T11:16:03.370 UTC,I/O bus management,2,False,1,multiStateValue,1,n/a
VOX'OS01'Ahu'FAHU2'OffHum2,2025-11-07T11:06:56.469 UTC,FAHU Before Enthalpy Wheel On Coil Humidity,2122753,False,60,analogInput,45.279998779296875,percentRelativeHumidity
VOX'OS05'Ahu'Ahu11'TBCMDVFD,2025-11-07T11:09:52.707 UTC,Trend VFD Speed Command,2122757,False,11,trendLog,n/a,n/a
VOX'OS01'Ahu'FAHU2'TSu,2025-11-07T11:06:56.469 UTC,FAHU Supply Air Temperature,2122753,False,76,analogInput,17.19999885559082,degreesCelsius
VOX'OS01'Ahu'Ahu2'CmdVFD,2025-11-07T11:06:56.469 UTC,VFD Enable/Disable Command,2122753,False,3,binaryOutput,active,n/a
VOX_FCU'Flr_01'R_FCU_FYR_SERVER ROOM_9B'ROpModDtr'EefCndTrg,2025-11-07T11:11:55.586 UTC,Energy efficiency condition trigger,233,False,22,multiStateValue,1,n/a
VOX'OS01'MtrEMU'EMU05'00'CurrA,2025-11-07T11:06:56.469 UTC,Current A,2122753,False,167,analogInput,61.1783332824707,amperes
VOX_FCU'Flr_01'R_FCU_FYR_SERVER ROOM_9B'RMnFtr,2025-11-07T11:11:55.586 UTC,Room main feature,233,False,332,structuredView,n/a,n/a
VOX_FCU'Flr_01'R_FCU_FY_25'RHvacCoo'PltModDtr'FreeCReq,2025-11-07T11:16:03.370 UTC,Free cooling request,2,False,216,binaryValue,inactive,n/a
VOX'OS01'Ahu'FAHU2'TBTSu,2025-11-07T11:06:56.469 UTC,Trend Supply Air Temperature,2122753,False,63,trendLog,n/a,n/a
VOX'OS01'Ahu'AhuMkp2'SpFAD,2025-11-07T11:06:56.469 UTC,FA. Damper Open Setpoint for Normal,2122753,False,61,analogValue,100,percent
VOX'OS01'ExFans'KitExFan'VFDMin,2025-11-07T11:06:56.469 UTC,VFD Min. Speed SetPoint,2122753,False,74,analogValue,80,noUnits
10224847 Volume ,2025-11-07T11:13:58.582 UTC,10224847 Volume ,2001,False,3,analogInput,79.03900146484375,cubicMeters
VOX'OS01'Ahu'Ahu3'AlmTrpSf,2025-11-07T11:06:56.469 UTC,Supply Fan VFD Fault Alarm,2122753,False,20,binaryInput,inactive,n/a
VOX_FCU'Flr_01'R_FCU_FY_25'RHvacCoo'FanOp'SpFan3Spd,2025-11-07T11:16:03.370 UTC,Setpoint for three-speed fan,2,False,32,multiStateValue,1,n/a
VOXZAHIA'AS03'PX_S7,2025-11-07T11:07:24.654 UTC,"Siemens\\AE\\Dubai\\VOXALZAHIA\\AS03",2122755,False,2097162,file,n/a,n/a
VOX'OS05'RmTAvg'SpaceT15'Co2,2025-11-07T11:09:52.707 UTC,Space Co2-1,2122757,False,57,analogInput,342.8000183105469,partsPerMillion
VOX'OS02'Ahu'Ahu16'SpCo2Band,2025-11-07T11:19:20.965 UTC,Space  Air Co2 Setpoint Band,2122754,False,28,analogValue,100,partsPerMillion
VOX'OS02'Ahu'Ahu16'SpMaxVFD,2025-11-07T11:19:20.965 UTC,VFD Max. Speed Setpoint,2122754,False,34,analogValue,100,percent
VOX_FCU'Flr_01'R_FCU_FYR_SERVER ROOM_9B'RHvacCoo'FanOp'SpFan1Spd,2025-11-07T11:11:55.586 UTC,Setpoint for single-speed fan,233,False,2,binaryValue,inactive,n/a
VOX'OS04'Ahu'Ahu8'TSOcc,2025-11-07T11:13:54.453 UTC,Time Scheduler - Occupancy,2122756,False,7,schedule,1,n/a
VOX'OS01'Ahu'FAHU2'TBHuRt,2025-11-07T11:06:56.469 UTC,Trend Return Air Humidity,2122753,False,59,trendLog,n/a,n/a
VOX'OS01'MtrEMU'EMU03'00'VoltBC,2025-11-07T11:06:56.469 UTC,Voltage B-C,2122753,False,146,analogInput,409.35333251953125,volts
VOX'OS02'ExFans'SmkEXFan5'StsDamp,2025-11-07T11:19:20.965 UTC,Supply Air Damper Status,2122754,False,49,binaryInput,inactive,n/a
VOX'OS05'Ahu'Ahu11'TBFbCHW,2025-11-07T11:09:52.707 UTC,Trend CHW Valve Feedback,2122757,False,12,trendLog,n/a,n/a
VOX'OS01'Ahu'Ahu2'SpCo2Band,2025-11-07T11:06:56.469 UTC,Space  Air Co2 Setpoint Band,2122753,False,28,analogValue,100,partsPerMillion
VOX'OS05'MtrEMU'EMU02'00'PowA,2025-11-07T11:09:52.707 UTC,Active Power A,2122757,False,93,analogInput,1.3936595916748047,kilowatts
Infra'AsSta,2025-11-07T11:16:03.370 UTC,Automation station state,2,False,0,multiStateValue,1,n/a
VOX'OS3'MtrEMU'EMU01'00'VoltAN,2025-11-07T11:07:24.654 UTC,Voltage A-N,2122755,False,13,analogInput,234.2625732421875,volts
VOX'OS01'Ahu'Ahu2'TsOn,2025-11-07T11:06:56.469 UTC,Time Scheduler - On/Off,2122753,False,6,schedule,1,n/a
VOX_FCU'Flr_01'RS_FCU_FY_25'ROpUnDev(1)'LockOpRu,2025-11-07T11:16:03.370 UTC,Lock operation for room operator unit,2,False,88,binaryValue,inactive,n/a
VOX_FCU'Flr_01'RS_FCU_FY_25,2025-11-07T11:16:03.370 UTC,FCU-25-FOYER-IDF ROOM NEAR AUD6,2,False,18,structuredView,n/a,n/a
VOX_FCU'Flr_01'R_FCU_FYR_SERVER ROOM_9B'RHvacCoo'VntCtl'DmpOaVntCtr,2025-11-07T11:11:55.586 UTC,Ventilation ctr.for outs.air damper,233,False,18,loop,n/a,n/a
VOX_FCU'Flr_01'RS_FCU_FYR_MAIN SERVER ROOM_9B'HVAC'Fan,2025-11-07T11:11:55.586 UTC,Fan,233,False,106,structuredView,n/a,n/a
VOX'OS02'Ahu'Ahu4'Almbag,2025-11-07T11:19:20.965 UTC,Bag Filter Alarm,2122754,False,21,binaryInput,inactive,n/a
VOX'OS05'Ahu'Ahu11'Almbag,2025-11-07T11:09:52.707 UTC,Bag Filter Alarm,2122757,False,9,binaryInput,inactive,n/a
Infra'NotifCl4Extd,2025-11-07T11:16:03.370 UTC,"High priority notif.(acked., reset)",2,False,4,notificationClass,n/a,n/a
VOX'OS05'MtrEMU'EMU03'00'PowC,2025-11-07T11:09:52.707 UTC,Active Power C,2122757,False,112,analogInput,13.510364532470703,kilowatts
VOX'OS04'ExFans'PrjExFan'RUn,2025-11-07T11:13:54.453 UTC,Fan Run Status ,2122756,False,40,binaryInput,active,n/a
VOX'OS02'ExFans'KitExFan'VFDMax,2025-11-07T11:19:20.965 UTC,VFD Max. Speed SetPoint,2122754,False,79,analogValue,100,noUnits
VOX'OS01'MtrEMU'EMU03'00'VoltAB,2025-11-07T11:06:56.469 UTC,Voltage A-B,2122753,False,144,analogInput,405.838623046875,volts
Global'NotifCl33,2025-11-07T11:19:20.965 UTC,"Normal alarm, extended",2122754,False,33,notificationClass,n/a,n/a
VOX'OS02'Ahu'Ahu16'ChwTemp,2025-11-07T11:19:20.965 UTC,Chilled Water Return Temperature,2122754,False,24,analogInput,n/a,degreesCelsius
VOX'OS04'Ahu'Ahu6'HuSu,2025-11-07T11:13:54.453 UTC,Supply Air Humidity,2122756,False,19,analogInput,62.66999816894531,percentRelativeHumidity
VOX_FCU'Flr_01'R_FCU_FY_25'ROpModDtr'TrndROpMod,2025-11-07T11:16:03.370 UTC,Trend for room operating mode,2,False,0,trendLog,n/a,n/a
VOX'OS02'Ahu'Ahu4'AlmFlw,2025-11-07T11:19:20.965 UTC,Supply Fan Air Flow Fail Alarm,2122754,False,20,binaryValue,inactive,n/a
VOX'OS02'Ahu'Ahu15'CmdVFD,2025-11-07T11:19:20.965 UTC,VFD Enable/Disable Command,2122754,False,2,binaryOutput,active,n/a
VOX'OS05'Ahu'Ahu11'AlmTRLow,2025-11-07T11:09:52.707 UTC,Room Low Temperature Alarm,2122757,False,12,binaryValue,inactive,n/a
VOX'OS04'ELEMU'YBVolt,2025-11-07T11:13:54.453 UTC,Y-B Phase Voltage,2122756,False,82,analogInput,n/a,volts
VOX'OS02'ExFans'KitExFan'EspDirt,2025-11-07T11:19:20.965 UTC,ESP Dirty Status,2122754,False,39,binaryInput,inactive,n/a
VOX'OS02'Ahu'Ahu14'AlmFAD,2025-11-07T11:19:20.965 UTC,FAD Fail to Open Alarm,2122754,False,1,binaryValue,inactive,n/a
VOX'OS01'ExFans'SmkEXFan6'FanHoa,2025-11-07T11:06:56.469 UTC,Fan Hand Auto Status,2122753,False,130,binaryInput,active,n/a
VOX_FCU'Flr_01'R_FCU_FY_25'RHvacCoo'PltModDtr'CoolDwnReq,2025-11-07T11:16:03.370 UTC,Cool down request,2,False,4,binaryValue,inactive,n/a
VOX_FCU'Flr_01'RS_FCU_FYR_MAIN SERVER ROOM_9B'HVAC'Fan'FanSttSpdFpb,2025-11-07T11:11:55.586 UTC,Fan start speed by fan-powered box,233,False,86,analogValue,50,percent
VOX'OS02'MAakUpFan'MakUpFan1'StaAuto,2025-11-07T11:19:20.965 UTC,Fan Auto Status,2122754,False,53,binaryInput,active,n/a
VOX'OS05'MtrEMU'EMU01'00'VoltCN,2025-11-07T11:09:52.707 UTC,Voltage C-N,2122757,False,85,analogInput,236.39109802246094,volts
VOX'OS01'CCTV'CCTV'OnOFF,2025-11-07T11:06:56.469 UTC,Panel On/Off Status,2122753,False,84,binaryInput,active,n/a
VOX_FCU'Flr_01'RS_FCU_FYR_MAIN SERVER ROOM_9B'ROpUnDev(1)'RClmOpModRu,2025-11-07T11:11:55.586 UTC,Room climate op.mode for room op.unit,233,False,157,multiStateValue,4,n/a
VOX'OS02'Ahu'Ahu14'PIDVFD,2025-11-07T11:19:20.965 UTC,PID - Control For VFD,2122754,False,2,loop,80,n/a
VOX'OS02'Ahu'Ahu5'TBHuSu,2025-11-07T11:19:20.965 UTC,Trend Supply Air Humidity,2122754,False,51,trendLog,n/a,n/a
VOX'OS02'Ahu'Ahu16'Almbag,2025-11-07T11:19:20.965 UTC,Bag Filter Alarm,2122754,False,15,binaryInput,inactive,n/a
VOX'OS01'ExFans'PrjExFan2'FanHoa,2025-11-07T11:06:56.469 UTC,Fan Hand Auto Status,2122753,False,47,binaryInput,active,n/a
VOX'OS02'Ahu'Ahu4'TSOcc,2025-11-07T11:19:20.965 UTC,Time Scheduler - Occupancy,2122754,False,7,schedule,1,n/a
VOX'OS05'Ahu'Ahu11'TempSp1,2025-11-07T11:09:52.707 UTC,Space Air Temperature,2122757,False,21,analogInput,21.469999313354492,degreesCelsius
VOX'OS01'Ahu'Ahu3'SpFAD,2025-11-07T11:06:56.469 UTC,FA. Damper Open Setpoint for Normal,2122753,False,43,analogValue,80,percent
VOX'OS05'Ahu'Ahu11'StaVFDSf,2025-11-07T11:09:52.707 UTC,Supply Fan VFD Status,2122757,False,12,binaryInput,active,n/a
VOX'OS02'Ahu'Ahu14'HuRt,2025-11-07T11:19:20.965 UTC,Return Air Humidity,2122754,False,8,analogInput,56.66999816894531,percentRelativeHumidity
VOX_FCU'Flr_01'R_FCU_FYR_SERVER ROOM_9B'RHvacCoo'VntCtl'SpAQualRPcf,2025-11-07T11:11:55.586 UTC,Setp.room air quality for pre-comfort,233,False,49,analogValue,1100,partsPerMillion
VOX'OS02'Ahu'Ahu14'TBCMDVFD,2025-11-07T11:19:20.965 UTC,Trend VFD Speed Command,2122754,False,2,trendLog,n/a,n/a
VOX'OS05'Ahu'Ahu9'TRe,2025-11-07T11:09:52.707 UTC,Return Air Temperature,2122757,False,42,analogInput,20.024999618530273,degreesCelsius
VOX'OS02'Ahu'Ahu15'HuR1,2025-11-07T11:19:20.965 UTC,Space Air Humidity Avearge,2122754,False,17,analogInput,71.06999969482422,percentRelativeHumidity
VOX'OS04'Ahu'Ahu7'TsOn,2025-11-07T11:13:54.453 UTC,Time Scheduler - On/Off,2122756,False,6,schedule,1,n/a
VOX'OS04'Ahu'FAHU'TBCMDVFD,2025-11-07T11:13:54.453 UTC,Trend VFD Speed Command,2122756,False,46,trendLog,n/a,n/a
VOX'OS05'Ahu'Ahu10'TBCMDVFD,2025-11-07T11:09:52.707 UTC,Trend VFD Speed Command,2122757,False,2,trendLog,n/a,n/a
Infra'NotifCl5Bsc,2025-11-07T11:16:03.370 UTC,High priority notification (acknowledge),2,False,5,notificationClass,n/a,n/a
VOX'OS01'Ahu'Ahu3'AlmTRHi,2025-11-07T11:06:56.469 UTC,Room High Temperature Alarm,2122753,False,23,binaryValue,inactive,n/a
VOX'OS05'Ahu'Ahu9'CmdVFD,2025-11-07T11:09:52.707 UTC,VFD Enable/Disable Command,2122757,False,4,binaryOutput,active,n/a
Infra'AsEvtLog,2025-11-07T11:16:03.370 UTC,Automation station event logging,2,False,0,eventLog,n/a,n/a
VOX'OS04'Ahu'Ahu7'TBFbFAD,2025-11-07T11:13:54.453 UTC,Trend Fresh Air Damper Feedback,2122756,False,27,trendLog,n/a,n/a
VOX'OS01'Ahu'Ahu1'TRe,2025-11-07T11:06:56.469 UTC,Return Air Temperature,2122753,False,80,analogInput,23.385000228881836,degreesCelsius
VOX'OS3A'MtrEMU'00'Fq,2025-11-07T11:16:27.906 UTC,Frequency,2122758,False,6,analogInput,50.016685485839844,hertz
VOX'OS02'Ahu'Ahu5'HuAvg1,2025-11-07T11:19:20.965 UTC,Room Humidity  Average,2122754,False,77,analogValue,74.65499877929688,percentRelativeHumidity
BA-29-8,2025-11-07T11:16:03.370 UTC,,2,False,328,file,n/a,n/a
VOX'OS02'Ahu'Ahu15'TempSp1,2025-11-07T11:19:20.965 UTC,Space Air Temperature Avearge,2122754,False,21,analogInput,18.36750030517578,degreesCelsius
VOXZAHIA'AS05'PX_EDOS6,2025-11-07T11:09:52.707 UTC,,2122757,False,2097158,file,n/a,n/a
VOX'OS01'Ahu'FAHU2'OnTemp2,2025-11-07T11:06:56.469 UTC,FAHU Before Sensible Wheel Off Coil Temperature,2122753,False,74,analogInput,17.559999465942383,degreesCelsius
VOX'OS01'SMDB'SMDB'OnOFF1,2025-11-07T11:06:56.469 UTC,USMDB- On/Off Status,2122753,False,102,binaryInput,active,n/a
VOX'OS02'Ahu'Ahu4'HuRt,2025-11-07T11:19:20.965 UTC,Return Air Humidity,2122754,False,40,analogInput,51.2599983215332,percentRelativeHumidity
VOX'OS01'Ahu'Ahu2'Co2RA,2025-11-07T11:06:56.469 UTC,Space Air Co2,2122753,False,25,analogInput,662.6000366210938,partsPerMillion
Global'Cln1,2025-11-07T11:19:20.965 UTC,Calendar 1,2122754,False,1,calendar,n/a,n/a
VOX'OS04'Ahu'Ahu13'StaAuto,2025-11-07T11:13:54.453 UTC,Supply Fan Auto Status,2122756,False,4,binaryInput,active,n/a
VOX_FCU'Flr_01'R_FCU_FY_25'RHvacCoo'RAQual,2025-11-07T11:16:03.370 UTC,Room air quality,2,False,54,analogValue,n/a,partsPerMillion
Infra'NotifCl2Bsc,2025-11-07T11:16:03.370 UTC,Highest priority notif.(acknowledge),2,False,2,notificationClass,n/a,n/a
VOX'OS05'Ahu'Ahu10'PIDVFD,2025-11-07T11:09:52.707 UTC,PID - Control For VFD,2122757,False,2,loop,100,n/a
VOX'OS04'Ahu'Ahu8'HuRt,2025-11-07T11:13:54.453 UTC,Return Air Humidity,2122756,False,40,analogInput,59.09000015258789,percentRelativeHumidity
VOX'OS01'Ahu'Ahu3'SpMaxVFD,2025-11-07T11:06:56.469 UTC,VFD Max. Speed Setpoint,2122753,False,47,analogValue,100,percent
VOX'OS04'Ahu'Ahu13'Co2RA,2025-11-07T11:13:54.453 UTC,Space Air Co2,2122756,False,3,analogInput,559.7999877929688,partsPerMillion
VOXZAHIA'AS03'PX_EDOS2,2025-11-07T11:07:24.654 UTC,,2122755,False,2097154,file,n/a,n/a
VOX'OS04'Ahu'Ahu8'TBCMDCHW,2025-11-07T11:13:54.453 UTC,Trend CHW Valve Command,2122756,False,34,trendLog,n/a,n/a
Infra,2025-11-07T11:16:03.370 UTC,Infrastructure,2,False,1,structuredView,n/a,n/a
VOX'OS02'Ahu'Ahu16'AlmRACoHi,2025-11-07T11:19:20.965 UTC,Space Air High Co2 Alarm,2122754,False,16,binaryValue,inactive,n/a
VOX'OS02'Ahu'Ahu16'TRe,2025-11-07T11:19:20.965 UTC,Return Air Temperature,2122754,False,31,analogInput,20.82499885559082,degreesCelsius
Infra'NotifCl11Bsc,2025-11-07T11:16:03.370 UTC,Low priority notification (acknowledge),2,False,11,notificationClass,n/a,n/a
VOX'OS01'Ahu'Ahu17'AlmTRHi,2025-11-07T11:06:56.469 UTC,Room High Temperature Alarm,2122753,False,11,binaryValue,inactive,n/a
VOX'OS02'Ahu'Ahu15'SpCo2Band,2025-11-07T11:19:20.965 UTC,Space  Air Co2 Setpoint Band,2122754,False,15,analogValue,100,partsPerMillion
VOX_FCU'Flr_01'R_FCU_FY_25'FvrRStatus,2025-11-07T11:16:03.370 UTC,Favorite room status,2,False,333,structuredView,n/a,n/a
VOX'OS04'Ahu'Ahu7'CmdVFD,2025-11-07T11:13:54.453 UTC,VFD Enable/Disable Command,2122756,False,3,binaryOutput,active,n/a
VOX'OS02'Ahu'Ahu15'Co2RA,2025-11-07T11:19:20.965 UTC,Space Air Co2 Average,2122754,False,14,analogInput,1175,partsPerMillion
VOX'OS04'Ahu'FAHU'FbCHW,2025-11-07T11:13:54.453 UTC,FAHU CHW Valve Feedback,2122756,False,46,analogInput,101.44999694824219,percent
VOX'OS01'Ahu'Ahu3'SpCo2Hi,2025-11-07T11:06:56.469 UTC,Space Air Co2  High Alarm Setpoint,2122753,False,42,analogValue,1100,partsPerMillion
VOX'OS01'Ahu'AhuMkp2'TBHuSu,2025-11-07T11:06:56.469 UTC,Trend Supply Air Humidity,2122753,False,52,trendLog,n/a,n/a
VOX'OS02'Ahu'Ahu5'Co2Avg,2025-11-07T11:19:20.965 UTC,Room CO2 Average,2122754,False,76,analogValue,325.6000061035156,partsPerMillion
VOX'OS04'Ahu'Ahu8'StaAuto,2025-11-07T11:13:54.453 UTC,Supply Fan Auto Status,2122756,False,22,binaryInput,active,n/a
WS-Text-zh-TW-sql,2025-11-07T11:16:03.370 UTC,,2,False,387,file,n/a,n/a
VOX'OS01'MtrEMU'EMU05'00'VoltBN,2025-11-07T11:06:56.469 UTC,Voltage B-N,2122753,False,181,analogInput,234.82809448242188,volts
VOX_FCU'Flr_01'RS_FCU_FYR_MAIN SERVER ROOM_9B'HVAC'Fan'FanSpdMinC,2025-11-07T11:11:55.586 UTC,Minimum fan speed for cooling,233,False,90,analogValue,50,percent
VOX'OS01'Ahu'Ahu1'SpFAD,2025-11-07T11:06:56.469 UTC,FA. Damper Open Setpoint for Normal,2122753,False,4,analogValue,80,percent
VOX'OS01'MtrEMU'EMU02'00'VoltBN,2025-11-07T11:06:56.469 UTC,Voltage B-N,2122753,False,130,analogInput,234.68856811523438,volts
VOX'OS05'Ahu'Ahu12'TBCMDVFD,2025-11-07T11:09:52.707 UTC,Trend VFD Speed Command,2122757,False,20,trendLog,n/a,n/a
VOX'OS05'Ahu'Ahu11'SpCo2Hi,2025-11-07T11:09:52.707 UTC,Space Air Co2  High Alarm Setpoint,2122757,False,24,analogValue,1100,partsPerMillion
VOX'OS02'Ahu'Ahu5'HuSu,2025-11-07T11:19:20.965 UTC,Supply Air Humidity,2122754,False,52,analogInput,92.82999420166016,percentRelativeHumidity
VOX'OS04'Ahu'Ahu8'SpCo2Band,2025-11-07T11:13:54.453 UTC,Space  Air Co2 Setpoint Band,2122756,False,41,analogValue,100,partsPerMillion
VOX'OS02'Ahu'Ahu15'TBStaFlw,2025-11-07T11:19:20.965 UTC,Trend Supply Fan Airflow Status,2122754,False,19,trendLog,n/a,n/a
VOX'OS01'Ahu'Ahu2'TBCMDVFD,2025-11-07T11:06:56.469 UTC,Trend VFD Speed Command,2122753,False,24,trendLog,n/a,n/a
WS-Text-de-sql,2025-11-07T11:16:03.370 UTC,,2,False,365,file,n/a,n/a
VOX'OS01'MtrEMU'EMU05'00'TBkW,2025-11-07T11:06:56.469 UTC,TB Total Active Power _kW,2122753,False,73,trendLog,n/a,n/a
10224848 Volume ,2025-11-07T11:13:58.582 UTC,10224848 Volume ,2001,False,4,analogInput,968.1539916992188,cubicMeters
VOXZAHIA'AS04xP,2025-11-07T11:13:54.453 UTC,OUTSTATION-04 Pgm,2122756,False,2122756,program,n/a,n/a
VOX'OS02'Ahu'Ahu4'SpHuR,2025-11-07T11:19:20.965 UTC,Space Air Humidity Setpoint,2122754,False,45,analogValue,60,percent
VOX'OS01'Ahu'Ahu1'TempSp2,2025-11-07T11:06:56.469 UTC,Space Air Temperature-2,2122753,False,87,analogInput,19.81999969482422,degreesCelsius
VOX'OS05'Ahu'Ahu10'FbVFD,2025-11-07T11:09:52.707 UTC,VFD Speed Feedback,2122757,False,5,analogInput,100.06999969482422,percent
VOX'OS01'Ahu'Ahu1'Almbag,2025-11-07T11:06:56.469 UTC,Bag Filter Alarm,2122753,False,3,binaryInput,inactive,n/a
VOX'OS01'Ahu'Ahu2'Co2Avg,2025-11-07T11:06:56.469 UTC,Room CO2 Average,2122753,False,66,analogValue,537.7000122070312,partsPerMillion
VOX_FCU'Flr_01'RS_FCU_FYR_MAIN SERVER ROOM_9B'HVAC'Fan'FanCReq,2025-11-07T11:11:55.586 UTC,Fan cooling request,233,False,91,analogValue,n/a,percent
VOX'OS04'Ahu'Ahu6'TBHuRt,2025-11-07T11:13:54.453 UTC,Trend Return Air Humidity,2122756,False,17,trendLog,n/a,n/a
VOXZAHIA'AS04'LON_TYP,2025-11-07T11:13:54.453 UTC,,2122756,False,2097164,file,n/a,n/a
VOX'OS04'Ahu'Ahu7'SpCo2Band,2025-11-07T11:13:54.453 UTC,Space  Air Co2 Setpoint Band,2122756,False,28,analogValue,100,partsPerMillion
VOX'OS02'Ahu'Ahu14'PIDTR,2025-11-07T11:19:20.965 UTC,PID - Control For Room Temperature,2122754,False,1,loop,100,n/a
Infra'CrtfStaMon,2025-11-07T11:16:03.370 UTC,Certificate monitoring state,2,False,12,eventEnrollment,n/a,n/a
VOX'OS01'MtrEMU'EMU02'00'Eg,2025-11-07T11:06:56.469 UTC,Active Energy Delivered- Receive,2122753,False,120,analogInput,791576.125,kilowattHours
VOX'OS01'Ahu'Ahu3'AlmFAD,2025-11-07T11:06:56.469 UTC,FAD Fail to Open Alarm,2122753,False,19,binaryValue,inactive,n/a
VOX_FCU'Flr_01'R_FCU_FY_25'RHvacCoo'RTemp,2025-11-07T11:16:03.370 UTC,Room temperature,2,False,55,analogValue,21.920000076293945,degreesCelsius
VOX'OS01'Ahu'AhuMkp2'CmdCHW,2025-11-07T11:06:56.469 UTC,CHW Valve Command,2122753,False,13,analogOutput,21.023601531982422,noUnits
VOX'OS05'Ahu'Ahu10'TempSp1,2025-11-07T11:09:52.707 UTC,Space Air Temperature,2122757,False,10,analogInput,20.834999084472656,degreesCelsius
BAONT-30,2025-11-07T11:16:03.370 UTC,,2,False,301,file,n/a,n/a
VOX'OS01'Ahu'AhuMkp2'TBStaFlw,2025-11-07T11:06:56.469 UTC,Trend Supply Fan Airflow Status,2122753,False,53,trendLog,n/a,n/a
VOX'OS02'Ahu'Ahu5'SpMinVFD,2025-11-07T11:19:20.965 UTC,VFD Min. Speed Setpoint,2122754,False,61,analogValue,60,percent
VOX'OS05'RmTAvg'SpaceT15'Co2Avg,2025-11-07T11:09:52.707 UTC,Space Co2 Average,2122757,False,83,analogValue,1175.4000244140625,partsPerMillion
VOX'OS01'MtrEMU'EMU03'00'CurrB,2025-11-07T11:06:56.469 UTC,Current B,2122753,False,135,analogInput,338.9779968261719,amperes
VOX'OS01'Ahu'Ahu3'RtCo2,2025-11-07T11:06:56.469 UTC,Space Air Co2 Setpoint,2122753,False,40,analogValue,1000,partsPerMillion
VOX'OS01'Ahu'FAHU2'OnTemp,2025-11-07T11:06:56.469 UTC,FAHU Before Enthalpy Wheel Off Coil Temperature,2122753,False,72,analogInput,22.684999465942383,degreesCelsius
VOX'OS02'Ahu'Ahu16'HuRt,2025-11-07T11:19:20.965 UTC,Return Air Humidity,2122754,False,29,analogInput,56.21999740600586,percentRelativeHumidity
VOX_FCU'Flr_01'R_FCU_FY_25'RGrnLf'RLgtEei,2025-11-07T11:16:03.370 UTC,Room energy efficiency ind.lighting,2,False,27,multiStateValue,1,n/a
VOX'OS05'Ahu'Ahu11'FbVFD,2025-11-07T11:09:52.707 UTC,VFD Feedback,2122757,False,16,analogInput,100.20999908447266,percent
VOX'OS05'MtrEMU'EMU02'00'VoltAN,2025-11-07T11:09:52.707 UTC,Voltage A-N,2122757,False,98,analogInput,234.44253540039062,volts
VOX'OS01'Ahu'Ahu17'HuRt,2025-11-07T11:06:56.469 UTC,Return Air Humidity,2122753,False,18,analogInput,33.70000076293945,percentRelativeHumidity
VOX'OS01'MtrEMU'EMU01'00'CurrAvg,2025-11-07T11:06:56.469 UTC,Average Current,2122753,False,100,analogInput,19.812028884887695,amperes
VOX'OS01'Ahu'AhuMkp2'HuSu,2025-11-07T11:06:56.469 UTC,Supply Air Humidity,2122753,False,48,analogInput,44.53999710083008,percentRelativeHumidity
